BEAT_HITST_P1,0054fc4f,0054fc2f,BYTE,,,,,,,,,,,,830201e3,HIT_GRASP???_P1
UKEMI_FLG_P1,0054fc50,0054fc30,BYTE,,,,,,,,,,,830201e1,830201e4,BYTE
DANGERSET_P1,0054fc51,0054fc31,BYTE,,,,,,,,,,,,830201e5,BYTE
,,,,,,,,,,,,,,,830201e6,BYTE
,,,,,,,,,,,,,,,830201e7,BYTE
COMBO_FLG_P1,0054fc52,0054fc32,BYTE,,,,,,,,,,,830201e8,830201e8,COMBO_FLAG_P1
COMBO_CNT_P1,0054fc53,0054fc33,BYTE,,,,,,,,,,,830201e9,830201e9,COMBO_COUNTER_P1
CMB_START_P1,0054fc54,0054fc34,BYTE,,,,,,,,,,,830201ea,830201ea,COMBO_START_P1
CANCELUSE_P1,0054fc55,0054fc35,BYTE,,,,,,,,,,,,830201eb,BYTE
,,,,,,,,,,,,,,,830201ec,BYTE
,,,,,,,,,,,,,,,830201ed,BYTE
,,,,,,,,,,,,,,,830201ee,BYTE
,,,,,,,,,,,,,,,830201ef,BYTE
,,,,,,,,,,,,,,,830201f0,BYTE
,,,,,,,,,,,,,,,830201f1,BYTE
,,,,,,,,,,,,,,,830201f2,BYTE
,,,,,,,,,,,,,,,830201f3,BYTE
,,,,,,,,,,,,,,,830201f4,DWORD
,,,,,,,,,,,,,,,830201f8,DWORD
,,,,,,,,,,,,,,,830201fc,DWORD
,,,,,,,,,,,,,,,83020200,FLOAT
,,,,,,,,,,,,,,,83020204,FLOAT
,,,,,,,,,,,,,,,83020208,FLOAT
,,,,,,,,,,,,,,,8302020c,FLOAT
,,,,,,,,,,,,,,,83020210,FLOAT
,,,,,,,,,,,,,,,83020214,FLOAT
,,,,,,,,,,,,,,,83020218,FLOAT
,,,,,,,,,,,,,,,8302021c,FLOAT
,,,,,,,,,,,,,,,83020220,DAT
MAN_COM_P2,0054fc58,0054fc38,BYTE,0c2545c4,8c21c334,8c1fc01c,0041a9c8,8c237720,004a2be8,,,0087aec4,00876864,83020224,83020224,MAN_COM_P2
CHAR_NUM_P2,0054fc59,0054fc39,BYTE,0c2545c5,8c21c335,8c1fc01d,0041a9c9,8c237721,004a2be9,0045e4e1,0059cfc1,0087aec5,00876865,83020225,83020225,CHAR_NUM_P2
CHAR_COL_P2,0054fc5a,0054fc3a,BYTE,0c2545c6,8c21c336,8c1fc01e,0041a9ca,8c237722,004a2bea,0045e4e2,0059cfc2,0087aec6,00876866,83020226,83020226,CHAR_COL_P2
