MOVE ID 5 and 6,Action ID,anim id,file id,manual description ,,MOVE ID 5 and 6,Action ID,anim id,file id,manual description ,,MOVE ID 5 and 6,Action ID,anim id,file id,manual description 
CC 5D,HC_HIT_B_HIPS_B,35 21,35 01,ANIM: take weak bt hit (no turn around),,3C 60,HC_SP_HI_K_L,27 20,27 00,ANIM: take hit and do massive step back (critical reversal?),,AC 62,HC_FALL_BRID_F,CB 22,CB 02,ANIM: hit fence? -> fly over it back -> G26 -> techroll back
CD 5D,HC_HIT_F_SIT_C,2F 21,2F 01,ANIM: take weak hit while crouching,,3D 60,HC_SP_H_BODY,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,AD 62,HC_FALL_BRID_B,CC 22,CC 02,ANIM: opponent hit fence? -> fly over it forward -> G84 -> techroll away + turn around
CE 5D,HC_HIT_B_SIT_F_R,36 21,36 01,ANIM: take weak hit while crouching (from left?),,3E 60,HC_SP_H_BODY_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,AE 62,HC_FALL_BRID_RF,CD 22,CD 02,ANIM: airborne upside down bt -> hit fence? -> slo… -> hit ground (G84-ish) -> stand up -> step back
CF 5D,HC_HIT_B_SIT_F_L,37 21,37 01,ANIM: take weak low hit while crouching (from left?),,3F 60,HC_SP_HI_KICK,68 22,68 02,ANIM: idle -> heavy high hit from right -> sideflip -> G82,,AF 62,HC_FALL_BRID_RB,CE 22,CE 02,ANIM: opponent airborne upside dowwn -> hit fence?…-> hit ground (G26-ish) -> stand up + turn around
D0 5D,HC_FOOT_SP_R,F2 20,F2 00,ANIM: moderate low hit from right side?..,,40 60,HC_SP_HI_KICK_F,69 22,69 02,ANIM: idle -> heavy high hit from left -> sideflip -> G88,,B0 62,HC_FALL_BRIDGE_F,07 23,07 03,
D1 5D,HC_FOOT_SP_L,F3 20,F3 00,ANIM: moderate low hit from left side?..,,41 60,HC_SP_LSD,5E 20,5E 00,ANIM: fall down + small bounce & decent slide back -> OG24,,B1 62,HC_FALL_BRIDGE_B,08 23,08 03,
D2 5D,HC_FOOT_SP_SIT_R,56 21,56 01,ANIM: heavy low hit from right,,42 60,HC_SP_LSD_F,5F 20,5F 00,ANIM: strong low hit from left -> fall/bounce towards camera -> G88,,B2 62,HC_FALL_BRIDGE_RF,09 23,09 03,
D3 5D,HC_FOOT_SP_SIT_L,57 21,57 01,ANIM: heavy low hit from left,,43 60,HC_SP_BEATDWN,26 20,26 00,ANIM: fall down and low bounce back (G26),,B3 62,HC_FALL_BRIDGE_RB,0A 23,0A 03,
D4 5D,HC_HIT_F_HI_K_C,E8 23,E8 03,ANIM: high GB (or hit?) -> step back,,44 60,HC_SP_BEATDWN_F,26 20,26 00,ANIM: fall down and low bounce back (G26),,B4 62,HC_FALL_TAXI_F,C7 22,C7 02,
D5 5D,HC_HIT_F_HI_K_R,E9 23,E9 03,ANIM: high hit from left -> half step right,,45 60,HC_SP_BEATDWN_BK,F8 21,F8 01,ANIM: bt heavy vertical hit down -> short bounce forward -> OG84,,B5 62,HC_FALL_TAXI_B,C8 22,C8 02,
D6 5D,HC_HIT_F_HI_K_L,EA 23,EA 03,ANIM: high hit from right -> half step left,,46 60,HC_SP_BEATDWN_BK_F,F8 21,F8 01,ANIM: bt heavy vertical hit down -> short bounce forward -> OG84,,B6 62,HC_FALL_TAXI_RF,C9 22,C9 02,
D7 5D,HC_HIT_F_MD_K_C,EB 23,EB 03,ANIM: front hit -> micro jump/half step back,,47 60,HC_SP_RALI,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,B7 62,HC_FALL_TAXI_RB,CA 22,CA 02,
D8 5D,HC_HIT_F_MD_K_R,EC 23,EC 03,ANIM: heavy hit from right -> grab belly -> idle,,48 60,HC_SP_RALI_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,B8 62,HC_FALL_ROOF_F,E7 22,E7 02,ANIM: A26-ish -> ground bounce forwward -> start long fall A84-ish?
D9 5D,HC_HIT_F_MD_K_L,ED 23,ED 03,ANIM: heavy hit from left (back) -> step right -> idle,,49 60,HC_SP_BK_MID_TURN,04 21,04 01,ANIM: bt idle -> fly forward (G26-ish),,B9 62,HC_FALL_ROOF_B,E8 22,E8 02,ANIM: A84-ish -> ground bounce back -> start long fall A26-ish?
DA 5D,HC_HIT_F_MD_BODY_C,EE 23,EE 03,ANIM: front hit -> micro jump/half step back (again),,4A 60,HC_SP_BK_MID_TURN_F,04 21,04 01,ANIM: bt idle -> fly forward (G26-ish),,BA 62,HC_FALL_ROOF_RF,E5 22,E5 02,ANIM: A26-ish -> ground bounce back -> start long fall A84-ish?
DB 5D,HC_HIT_F_UPPER_C,EF 23,EF 03,ANIM: front hit from down up -> micro jump/half step back,,4B 60,HC_SP_BK_RECOVER,17 21,17 01,ANIM: take strong bt hit -> lean onto ground -> stand and turn around,,BB 62,HC_FALL_ROOF_RB,E6 22,E6 02,ANIM: A84-ish -> ground bounce forward -> start long fall A26-ish?
DC 5D,HC_HIT_F_BEATDOWN_C,F0 23,F0 03,ANIM: forced crouch -> crouch idle start,,4C 60,HC_SP_BK_RECOVER_F,17 21,17 01,ANIM: take strong bt hit -> lean onto ground -> stand and turn around,,BC 62,HC_FALL_ROOF_FR_UP,E8 22,E8 02,ANIM: A84-ish -> ground bounce back -> start long fall A26-ish?
DD 5D,HC_STAG_STD_F,58 21,58 01,ANIM: heavy front mid hit,,4D 60,HC_SP_LEON_CRS,27 20,27 00,ANIM: take hit and do massive step back (critical reversal?),,BD 62,HC_FALL_ROOF_FR_DW,E5 22,E5 02,ANIM: A26-ish -> ground bounce back -> start long fall A84-ish?
DE 5D,HC_STAG_STD_FL,58 21,58 01,ANIM: heavy front mid hit,,4E 60,HC_SP_LEON_CRS_F,27 20,27 00,ANIM: take hit and do massive step back (critical reversal?),,BE 62,HC_FALL_ROOF_BK_UP,E6 22,E6 02,ANIM: A84-ish -> ground bounce forward -> start long fall A26-ish?
DF 5D,HC_STAG_STD_B,10 21,10 01,ANIM: take a bt hit + step forward (no turn around),,4F 60,HC_SP_TAME,60 22,60 02,ANIM: heavy guard break + step back,,BF 62,HC_FALL_ROOF_BK_DW,E7 22,E7 02,ANIM: A26-ish -> ground bounce forwward -> start long fall A84-ish?
E0 5D,HC_STAG_STD_BL,10 21,10 01,ANIM: take a bt hit + step forward (no turn around),,50 60,HC_SP_TAME_F,60 22,60 02,ANIM: heavy guard break + step back,,C0 62,HC_DBL_CEIL_FR_UP,FA 22,FA 02,ANIM: continue falling down (G84-ish) -> moderate bounce off ground -> G84
E1 5D,HC_STAG_STD_R,58 21,58 01,ANIM: heavy front mid hit,,51 60,HC_SP_TAME_LO,95 22,95 02,ANIM: crouching GB,,C1 62,HC_DBL_CEIL_FR_DW,F9 22,F9 02,ANIM: A26-ish -> bounce off ground back -> G26 idle start
E2 5D,HC_STAG_STD_L,58 21,58 01,ANIM: heavy front mid hit,,52 60,HC_SP_TAME_LO_F,95 22,95 02,ANIM: crouching GB,,C2 62,HC_DBL_CEILBK_UP,FB 22,FB 02,ANIM: continue falling down (G86-ish) -> moderate bounce off ground -> G86
E3 5D,HC_STAG_SIT_F,59 21,59 01,ANIM: heavy front mid hit (again),,53 60,HC_SP_G_BK,85 22,85 02,ANIM: take hit (or GB?) and make a step back,,C3 62,HC_DBL_CEIL_BK_DW,FC 22,FC 02,ANIM: continue falling down (G24-ish) -> moderate bounce off ground -> G24
E4 5D,HC_STAG_SIT_FL,59 21,59 01,ANIM: heavy front mid hit (again),,54 60,HC_SP_G_BK_F,85 22,85 02,ANIM: take hit (or GB?) and make a step back,,C4 62,HC_WALL_SP_F,EA 21,EA 01,ANIM: start being blown back away
E5 5D,HC_STAG_SIT_B,11 21,11 01,ANIM: take a bt hit + step forward (no turn around) -> bt crouch,,55 60,HC_SP_HADOU,76 2C,76 0C,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,C5 62,HC_WALL_SP_B,EB 21,EB 01,ANIM: start being blown forward away
E6 5D,HC_STAG_SIT_BL,11 21,11 01,ANIM: take a bt hit + step forward (no turn around) -> bt crouch,,56 60,HC_SP_HADOU_F,76 2C,76 0C,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,C6 62,HC_WALL_SP_AF,A2 21,A2 01,ANIM: blown back loop?
E7 5D,HC_STAG_SIT_R,59 21,59 01,ANIM: heavy front mid hit (again),,57 60,HC_SP_BK_HEAD_S,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,C7 62,HC_WALL_SP_AB,A4 21,A4 01,ANIM: blown forward loop?
E8 5D,HC_STAG_SIT_L,59 21,59 01,ANIM: heavy front mid hit (again),,58 60,HC_SP_BK_HEAD_S_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,C8 62,HC_WALL_AT_F,00 24,00 04,ANIM: wall splat -> fall down + right -> G22 idle start
E9 5D,HC_STAG_D_BODY,B3 21,B3 01,ANIM: crumple gut stun -> fall towards camera -> G22,,59 60,HC_SP_HADOU2,76 2C,76 0C,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,C9 62,HC_WALL_AT_B,01 24,01 04,ANIM: bt wall splat (front) -> fall down + left -> G28 idle start
EA 5D,HC_STAG_D_BODY_F,B3 21,B3 01,ANIM: crumple gut stun -> fall towards camera -> G22,,5A 60,HC_SP_HADOU2_F,76 2C,76 0C,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,CA 62,HC_WALCMB_F,02 24,02 04,ANIM: airborne -> wall bounce -> fall forward -> G26 idle start
EB 5D,HC_STAG_UPPER,B2 21,B2 01,ANIM: lift stun,,5B 60,HC_SP_MID_K_LO,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,CB 62,HC_WALCMB_B,03 24,03 04,ANIM: bt airborne -> wall splat -> fall down+left -> G28
EC 5D,HC_STAG_UPPER_F,B9 20,B9 00,ANIM: lift stun,,5C 60,HC_SP_MID_K_LO_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,CC 62,HC_ROPECMB_F,D9 22,D9 02,ANIM: airborne - ropes? - stun-walk 2 steps forward
ED 5D,HC_STAG_SOFU,51 20,51 00,ANIM: crumple KO stun -> fall back -> G84,,5D 60,HC_SP_CEIL_FU,D3 22,D3 02,ANIM: A84-ish (or G84 ground hit?) -> small bounce + wake up,,CD 62,HC_ROPECMB_B,DA 22,DA 02,ANIM: opponent be airborne - ropes? - stun-walk 2 steps back
EE 5D,HC_STAG_SOFU_F,51 20,51 00,ANIM: crumple KO stun -> fall back -> G84,,5E 60,HC_SP_CEIL_BU,D1 22,D1 02,ANIM: OA84-ish (or OG84 ground hit?) -> small bounce + wake up and turn around,,CE 62,HC_WALL_TH_HF,7A 20,7A 00,ANIM: start flying back
EF 5D,HC_STAG_BSOFU,BC 20,BC 00,ANIM: bt? hit from behind -> fall forward onto knees -> G26,,5F 60,HC_SP_CEIL_FD,D4 22,D4 02,ANIM: OA26-ish (or OG26 ground hit?) -> small bounce + wake up and turn around,,CF 62,HC_WALL_TH_MF,79 20,79 00,ANIM: start being blown back away
F0 5D,HC_STAG_BSOFU_F,BC 20,BC 00,ANIM: bt? hit from behind -> fall forward onto knees -> G26,,60 60,HC_SP_CEIL_BD,D2 22,D2 02,ANIM: A26-ish (or G26 ground hit?) -> small bounce + wake up,,D0 62,HC_WALL_TH_HF1,4B 21,4B 01,ANIM: start flying back
F1 5D,HC_STAG_HASA,56 20,56 00,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,61 60,HC_SP_HURDLE_FU,57 23,57 03,ANIM: airborne upside down bt -> hit fence? -> slo… -> hit ground (G84-ish) -> stand up -> step back,,D1 62,HC_WALL_TH_MF1,4F 22,4F 02,ANIM: start being blown forward away
F2 5D,HC_STAG_HASA_F,56 20,56 00,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,62 60,HC_SP_HURDLE_BU,54 23,54 03,ANIM: opponent hit fence? -> fly over it forward -> G84 -> techroll away + turn around,,D2 62,HC_WALL_GS_UF,7D 20,7D 00,"ANIM: ??? looks broken, perhaps transition from torpedo spinning to level?.."
F3 5D,HC_STAG_BHASA,57 20,57 00,ANIM: crumple limbo stun -> OG84,,63 60,HC_SP_HURDLE_FD,53 23,53 03,ANIM: hit fence? -> fly over it back -> G26 -> techroll back,,D3 62,HC_WALL_GS_DF,7C 20,7C 00,"ANIM: ??? looks broken, perhaps transition from torpedo spinning to level?.."
F4 5D,HC_STAG_BHASA_F,57 20,57 00,ANIM: crumple limbo stun -> OG84,,64 60,HC_SP_HURDLE_BD,58 23,58 03,ANIM: opponent airborne upside dowwn -> hit fence?…-> hit ground (G26-ish) -> stand up + turn around,,D4 62,HC_WALL_KH_UF,BD 20,BD 00,"ANIM: ??? looks broken, perhaps transition from torpedo spinning to level?.."
F5 5D,HC_STAG_HOOK,5A 20,5A 00,ANIM: strong high hit from right -> step back + left -> medium stun,,65 60,HC_SP_P_FINISH_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,D5 62,HC_WALL_SU_RB,50 22,50 02,ANIM: opponent airborne upside down start being blown forward away
F6 5D,HC_STAG_HOOK_F,5B 20,5B 00,ANIM: strong high hit from left -> step back + right -> medium stun,,66 60,HC_SP_P_FINISH_F_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,D6 62,HC_AIR_WALL_BLOW_F,EA 21,EA 01,ANIM: start being blown back away
F7 5D,HC_STAG_BHOOK,C6 24,C6 04,ANIM: heavy high bt hit + turn around,,67 60,HC_SP_P_FINISH_B,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,D7 62,HC_AIR_WALL_CRUSH_F,59 23,59 03,ANIM: wallsplat -> fall down (G26)
F8 5D,HC_STAG_BHOOK_F,C7 24,C7 04,ANIM: super heavy high bt hit + turn around,,68 60,HC_SP_P_FINISH_B_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,D8 62,HC_WALL_SPH_F,D5 20,D5 00,ANIM: start flying back
F9 5D,HC_STAG_SHK,0E 20,0E 00,ANIM: short take hit and step back+left,,69 60,HC_SP_UPPER_S,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,D9 62,HC_WALL_SPH_B,D6 20,D6 00,ANIM: start flying forward
FA 5D,HC_STAG_SHK_F,0F 20,0F 00,ANIM: short take hit and step back+right,,6A 60,HC_SP_UPPER_S_F,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,DA 62,HC_WALL_SPH_AF,AA 21,AA 01,ANIM: airborne G84-ish accelerate back? (no root motion)
FB 5D,HC_STAG_ELBOW,5D 20,5D 00,ANIM: nose bleed stun,,6B 60,HC_SP_BODY_S,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,DB 62,HC_WALL_SPH_AB,AC 21,AC 01,ANIM: airborne G26-ish accelerate down? (no root motion)
FC 5D,HC_STAG_ELBOW_F,5D 20,5D 00,ANIM: nose bleed stun,,6C 60,HC_SP_BODY_S_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,DC 62,HC_WALL_RV_F,ED 21,ED 01,ANIM: airborne bt upside down start being blown back away
FD 5D,HC_STAG_ELBOW_2,5D 20,5D 00,ANIM: nose bleed stun,,6D 60,HC_SP_FACE_S,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,DD 62,HC_WALL_RV_B,EC 21,EC 01,ANIM: opponent airborne upside down start being blown forward away
FE 5D,HC_STAG_ELBOW_2_F,5D 20,5D 00,ANIM: nose bleed stun,,6E 60,HC_SP_FACE_S_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,DE 62,HC_WALL_RV_AF,A8 21,A8 01,ANIM: G26-ish level -> upside down airborne
FF 5D,HC_STAG_MHOOK,60 20,60 00,ANIM: crumple gut stun (hit from right) -> step left -> fall down (OG24),,6F 60,HC_SP_BK_LO_S,42 20,42 00,"ANIM: take hit, short jump/fly to G84 (basic juggle?)",,DF 62,HC_WALL_RV_AB,A6 21,A6 01,ANIM: G84-ish level -> bt upside down airborne
00 5E,HC_STAG_MHOOK_F,61 20,61 00,ANIM: crumple limbo stun (hit from left) -> step right -> turn around and fall down (G86),,70 60,HC_SP_BK_LO_S_F,42 20,42 00,"ANIM: take hit, short jump/fly to G84 (basic juggle?)",,E0 62,HC_WALL_RAT_F,F5 21,F5 01,ANIM: upside down wallsplat -> fall dowwn to G84
01 5E,HC_STAG_MHOKB,60 20,60 00,ANIM: crumple gut stun (hit from right) -> step left -> fall down (OG24),,71 60,HC_SP_HI_LG_R,68 22,68 02,ANIM: idle -> heavy high hit from right -> sideflip -> G82,,E1 62,HC_WALL_RAT_B,F4 21,F4 01,ANIM: opponent upside down wallsplat -> fall down to G26
02 5E,HC_STAG_MHOKB_F,61 20,61 00,ANIM: crumple limbo stun (hit from left) -> step right -> turn around and fall down (G86),,72 60,HC_SP_HI_LG_L,69 22,69 02,ANIM: idle -> heavy high hit from left -> sideflip -> G88,,E2 62,HC_WALL_SLT_F,2C 22,2C 02,ANIM: airborne -> fly towards camera -> G22
03 5E,HC_STAG_LBODY,62 20,62 00,ANIM: ch crouch fatal stun -> lie down for a sec -> G24,,73 60,HC_SP_BODY_2,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E3 62,HC_WALL_SLT_B,2B 22,2B 02,ANIM: opponent airborne G26-ish -> hit from right -> change direction ~45deg + face up -> OG86
04 5E,HC_STAG_LBODY_F,62 20,62 00,ANIM: ch crouch fatal stun -> lie down for a sec -> G24,,74 60,HC_SP_BODY_2_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E4 62,HC_WALL_SLT_RF,2D 22,2D 02,ANIM: airborne bt upside down -> fly towards camera -> G88
05 5E,HC_STAG_LK,63 20,63 00,ANIM: crumple KO stun (high hit from left) -> fall towards camera -> half roll back to G82,,75 60,HC_SP_SUPER_HI_R,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E5 62,HC_WALL_SLT_RB,2E 22,2E 02,ANIM: opponent airborne upside down -> fly away from camera -> G22
06 5E,HC_STAG_LK_F,64 20,64 00,ANIM: crumple KO stun (high hit from left) -> fall away from camera -> half roll back to G28,,76 60,HC_SP_SUPER_HI_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E6 62,HC_WALL_ICE_F,4B 22,4B 02,ANIM: wallsplat and slide down to sit
07 5E,HC_STAG_MK5,6F 20,6F 00,ANIM: crumple gut stun (hit from right) -> step left -> fall down (OG24),,77 60,HC_SP_SUPER_HI_FR,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E7 62,HC_WALL_ICE_B,7F 22,7F 02,ANIM: airborne G26-ish accelerate down? (no root motion)
08 5E,HC_STAG_MK5_F,70 20,70 00,ANIM: crumple limbo stun (hit from left) -> step right -> turn around and fall down (G86),,78 60,HC_SP_SUPER_HI_FR_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,E8 62,HC_WALL_ICE_RF,4C 22,4C 02,ANIM: opponent upside down wallsplat -> fall down to G26
09 5E,HC_STAG_FURA,B1 20,B1 00,ANIM: hch stumble back,,79 60,HC_SP_SUPER_UPPER,49 21,49 01,ANIM: start flying back -> G84-ish airborne level (again),,E9 62,HC_WALL_ICE_RB,7E 22,7E 02,ANIM: G26-ish level -> upside down airborne
0A 5E,HC_STAG_FURA_F,B1 20,B1 00,ANIM: hch stumble back,,7A 60,HC_SP_SUPER_UPPER_F,49 21,49 01,ANIM: start flying back -> G84-ish airborne level (again),,EA 62,HC_WALL_ICE2_F,81 22,81 02,ANIM: wallsplat and slide down to sit
0B 5E,HC_STAG_BFURA,C4 24,C4 04,ANIM: bt hch stumble + turn around,,7B 60,HC_SP_SUPER_CROUCH,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,EB 62,HC_WALL_ICE2_B,82 22,82 02,ANIM: airborne G26-ish accelerate down? (no root motion)
0C 5E,HC_STAG_BFURA_F,C4 24,C4 04,ANIM: bt hch stumble + turn around,,7C 60,HC_SP_SUPER_CROUCH_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,EC 62,HC_WALL_ICE2_RF,84 22,84 02,ANIM: G26-ish level -> upside down airborne
0D 5E,HC_STAG_SIRI,B3 20,B3 00,ANIM: knockback to short sit down -> idle,,7D 60,HC_SP_SUPER_MID_R,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,ED 62,HC_WALL_ICE2_RB,83 22,83 02,ANIM: opponent upside down wallsplat -> fall down to G26
0E 5E,HC_STAG_SIRI_F,B3 20,B3 00,ANIM: knockback to short sit down -> idle,,7E 60,HC_SP_SUPER_MID_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,EE 62,HC_PILLAR_F,63 22,63 02,"ANIM: boxes? -> fall back -> G84 (no bounces, no long window for attack)"
0F 5E,HC_STAG_REAR,C9 24,C9 04,ANIM: mid bt hit + turn around,,7F 60,HC_SP_SUPER_KINTEKI,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,EF 62,HC_PILLAR_B,64 22,64 02,"ANIM: opponent bt -> boxes? -> fall forward -> G26 (no bounces, no long window for attack)"
10 5E,HC_STAG_REAR_F,C9 24,C9 04,ANIM: mid bt hit + turn around,,80 60,HC_SP_SUPER_KINTEKI_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F0 62,HC_PILLAR_RF,8A 22,8A 02,ANIM: upside dowwn -> boxes (or wall?) -> G26 idle start
11 5E,HC_STAG_ELB_BK,C5 24,C5 04,ANIM: moderate bt high hit + turn around,,81 60,HC_SP_SUPER_LO_R,9C 22,9C 02,ANIM: heavy low hit from right -> side/front-flip -> G88 idle start,,F1 62,HC_PILLAR_RB,8F 22,8F 02,ANIM: upside down -> boxes? (or wall?) -> fall down -> G86
12 5E,HC_STAG_ELB_BK_F,C5 24,C5 04,ANIM: moderate bt high hit + turn around,,82 60,HC_SP_SUPER_LO_L,9D 22,9D 02,ANIM: heavy low hit from left -> side/front-flip -> G22 idle start,,F2 62,HC_FUSUMA_F,63 22,63 02,"ANIM: boxes? -> fall back -> G84 (no bounces, no long window for attack)"
13 5E,HC_STAG_BODY,15 21,15 01,ANIM: take mid hit and short step back,,83 60,HC_SP_SUPER_LO_R2,9C 22,9C 02,ANIM: heavy low hit from right -> side/front-flip -> G88 idle start,,F3 62,HC_FUSUMA_B,64 22,64 02,"ANIM: opponent bt -> boxes? -> fall forward -> G26 (no bounces, no long window for attack)"
14 5E,HC_STAG_BODY_F,15 21,15 01,ANIM: take mid hit and short step back,,84 60,HC_SP_SUPER_LO_L2,9D 22,9D 02,ANIM: heavy low hit from left -> side/front-flip -> G22 idle start,,F4 62,HC_FUSUMA_RF,8A 22,8A 02,ANIM: upside dowwn -> boxes (or wall?) -> G26 idle start
15 5E,HC_STAG_D_UPPER,B2 21,B2 01,ANIM: lift stun,,85 60,HC_SP_SUPER_D_BODY,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F5 62,HC_FUSUMA_RB,8F 22,8F 02,ANIM: upside down -> boxes? (or wall?) -> fall down -> G86
16 5E,HC_STAG_D_UPPER_F,B9 20,B9 00,ANIM: lift stun,,86 60,HC_SP_SUPER_D_BODY_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F6 62,HC_WALL_LP_F,7F 20,7F 00,ANIM: wall sit idle
