file,child_index,child_name,index,JP,EN (Machine Translated),FR,DE,IT,ES
MES_ARTS_RIG.BIN,0,string_pack,33,掛け蹴り(コロ・チャギ),Hook Kick (Goro Chagi),,,,
MES_ARTS_RIG.BIN,0,string_pack,34,ノプンデ・ソンパダク・テリギ(仮) (上段掌底叩き),Nopunde Sonpadak Terigi (Temp) (High Palm Base Strike),,,,
MES_ARTS_RIG.BIN,0,string_pack,35,振り抜きトルリョチャギ,Follow-Through Dollyeo Chagi,,,,
MES_ARTS_RIG.BIN,0,string_pack,36,中段横突き蹴り？,Middle Side Thrust Kick?,,,,
MES_ARTS_RIG.BIN,0,string_pack,37,K～回転,K ~ Spin,,,,
MES_ARTS_RIG.BIN,0,string_pack,38,アプパルクッ・テリギ(前肘叩き),Ap Palgup Terigi (Front Elbow Strike),,,,
MES_ARTS_RIG.BIN,0,string_pack,39,ヨプパルクッ・トゥルキ(横肘貫き),Yeop Palgup Ttulgi (Side Elbow Pierce),,,,
MES_ARTS_RIG.BIN,0,string_pack,40,水面蹴り,Surface Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,41,蹴り上げ(アプチャ・オルリギ),Rising Kick (Apcha Olrigi),,,,
MES_ARTS_RIG.BIN,0,string_pack,42,コッケンイ・チャギ(ピック蹴り),Gogeen I Chagi (Pick Kick) (Note: Likely a 'pick' or hooking motion),,,,
MES_ARTS_RIG.BIN,0,string_pack,43,ティッチャ・チルギ(後ろ突き蹴り),Dwit Cha Jireugi (Back Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,44,ナジュンデ・ヨプチャチルギ(下段横突き蹴り),Najunde Yopcha Jireugi (Low Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,45,ノプンデ・ヨプチャチルギ(上段横突き蹴り),Nopunde Yopcha Jireugi (High Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,46,ネリョチャギ(踵落とし),Neryo Chagi (Axe Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,47,蹴り上げ(アプチャ・オルリギ),Rising Kick (Apcha Olrigi),,,,
MES_ARTS_RIG.BIN,0,string_pack,48,コッケンイ・チャギ(ピック蹴り),Gogeen I Chagi (Pick Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,49,ティミョ・アプチャプシギ(跳び前蹴り),Timyeo Ap Cha Pusigi (Jumping Front Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,50,パンダル・チャギ(半月蹴り),Pandal Chagi (Crescent Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,51,トゥーボン・パンダルチャギ(2連半月蹴り),Du Bon Pandal Chagi (Double Crescent Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,52,6KK～回転,6KK ~ Spin,,,,
MES_ARTS_RIG.BIN,0,string_pack,53,二起脚(サラ4P+K風),Double Rising Kick (Sarah 4P+K style),,,,
MES_ARTS_RIG.BIN,0,string_pack,54,アプチャプシギ(前蹴り),Ap Cha Pusigi (Front Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,55,ヨプチャミルギ（横押し蹴り）,Yopcha Milgi (Side Push Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,56,アプチャプシギ(前蹴り)～フラミンゴ,Ap Cha Pusigi (Front Kick) ~ Flamingo,,,,
MES_ARTS_RIG.BIN,0,string_pack,57,カウンデ・トルリョチャギ(中段回し蹴り),Kaunde Dollyeo Chagi (Middle Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,58,ノプンデ・ヨプチャチルギ(上段横突き蹴り),Nopunde Yopcha Jireugi (High Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,59,カウンデ・パンデ・トルリョチャギ(中段反対回転蹴り),Kaunde Pande Dollyeo Chagi (Middle Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,60,ナジュンデ・ヨプチャチルギ(下段横突き蹴り),Najunde Yopcha Jireugi (Low Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,61,ノプンデ・ヨプチャチルギ(上段横突き蹴り),Nopunde Yopcha Jireugi (High Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,62,ナジュンデ・トルリョチャギ(下段回し蹴り),Najunde Dollyeo Chagi (Low Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,63,ヨプチャ・オルリギ(横蹴り上げ),Yopcha Olrigi (Side Rising Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,64,下段逆回転踵落とし（仮）,Low Reverse Spinning Heel Drop (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,65,ナジュンデ・ヨプチャチルギ(下段横突き蹴り),Najunde Yopcha Jireugi (Low Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,66,ノプンデ・ヨプチャチルギ(上段横突き蹴り),Nopunde Yopcha Jireugi (High Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,67,アプチャミルギ（仮）(前突き蹴り),Apcha Milgi (Temp) (Front Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,68,ティッチャ・チルギ(後ろ突き蹴り),Dwit Cha Jireugi (Back Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,69,ヨプチャ・オルリギ(横蹴り上げ),Yopcha Olrigi (Side Rising Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,70,ティミョ・ヨプチャチルギ(跳び横突き蹴り),Timyeo Yopcha Jireugi (Jumping Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,71,溜め横突き蹴り（溜め技）,Charged Side Thrust Kick (Charged Move),,,,
MES_ARTS_RIG.BIN,0,string_pack,72,サンジュモク・ティジボチルギ(双拳返し突き),Sangjumok Tijibo Chireugi (Double Fist Return Thrust),,,,
MES_ARTS_RIG.BIN,0,string_pack,73,アプチャプシギ(前蹴り),Ap Cha Pusigi (Front Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,74,半回転前進ステップ。,Half-Spin Forward Step.,,,,
MES_ARTS_RIG.BIN,0,string_pack,75,その場フラミンゴ,On-the-spot Flamingo,,,,
MES_ARTS_RIG.BIN,0,string_pack,76,フラミンゴ,Flamingo,,,,
MES_ARTS_RIG.BIN,0,string_pack,77,ノプンデ・パンデ・トルリョチャギ(上段反対回転蹴り),Nopunde Pande Dollyeo Chagi (High Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,78,ティミョ・パンデ・トルリョチャギ(跳び反対回転蹴り),Timyeo Pande Dollyeo Chagi (Jumping Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,79,水面蹴り,Surface Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,80,ジャンプ踵落とし,Jump Axe Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,81,飛び180°回転後ろ蹴り,Jumping 180° Spinning Back Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,82,トラ・ネリョチャギ（仮）,Tora Neryo Chagi (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,83,ティッ・パルクッ・ネリョチャギ（仮）,Dwit Palgup Neryo Chagi (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,84,飛び540°回転後ろ蹴り、一段,"Jumping 540° Spinning Back Kick, One-Hit",,,,
MES_ARTS_RIG.BIN,0,string_pack,85,飛び540°回転後ろ蹴り、二段,"Jumping 540° Spinning Back Kick, Two-Hit",,,,
MES_ARTS_RIG.BIN,0,string_pack,86,飛び540°回転後ろ蹴り、遅い二段,"Jumping 540° Spinning Back Kick, Slow Two-Hit",,,,
MES_ARTS_RIG.BIN,0,string_pack,87,飛び540°回転後ろ蹴り、三段（上段）,"Jumping 540° Spinning Back Kick, Three-Hit (High)",,,,
MES_ARTS_RIG.BIN,0,string_pack,88,飛び540°回転後ろ蹴り、三段（中段）,"Jumping 540° Spinning Back Kick, Three-Hit (Middle)",,,,
MES_ARTS_RIG.BIN,0,string_pack,89,水面蹴り,Surface Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,90,下段逆回転踵落とし（仮）,Low Reverse Spinning Heel Drop (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,91,フラミンゴ・ノプンデ・ヨプチャチルギ,Flamingo Nopunde Yopcha Jireugi,,,,
MES_ARTS_RIG.BIN,0,string_pack,92,フラミンゴ・コロチャギ②,Flamingo Goro Chagi ②,,,,
MES_ARTS_RIG.BIN,0,string_pack,93,竜巻逆回し蹴り風浮かせ技,Tornado Reverse Roundhouse Kick-style Launcher,,,,
MES_ARTS_RIG.BIN,0,string_pack,94,回転踵落とし,Spinning Axe Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,95,ティッチャ・チルギ,Dwit Cha Jireugi,,,,
MES_ARTS_RIG.BIN,0,string_pack,96,フラミンゴ・ナジュンデ・パンデ・トルリョチャギ,Flamingo Najunde Pande Dollyeo Chagi,,,,
MES_ARTS_RIG.BIN,0,string_pack,97,フラミンゴ・ヨプチャチルギ,Flamingo Yopcha Jireugi,,,,
MES_ARTS_RIG.BIN,0,string_pack,98,ティッチャ・チルギ(後ろ突き蹴り),Dwit Cha Jireugi (Back Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,99,蹴り上げ(アプチャ・オルリギ),Rising Kick (Apcha Olrigi),,,,
MES_ARTS_RIG.BIN,0,string_pack,100,コッケンイ・チャギ(ピック蹴り),Gogeen I Chagi (Pick Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,101,ナジュンデ・ヨプチャチルギ(下段横突き蹴り),Najunde Yopcha Jireugi (Low Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,102,ノプンデ・ヨプチャチルギ(上段横突き蹴り),Nopunde Yopcha Jireugi (High Side Thrust Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,103,サンジュモク・ティジボチルギ(双拳返し突き),Sangjumok Tijibo Chireugi (Double Fist Return Thrust),,,,
MES_ARTS_RIG.BIN,0,string_pack,104,前進ターン,Forward Turn,,,,
MES_ARTS_RIG.BIN,0,string_pack,105,その場ターン,On-the-spot Turn,,,,
MES_ARTS_RIG.BIN,0,string_pack,106,ノプンデ・パンデ・トルリョチャギ(上段反対回転蹴り),Nopunde Pande Dollyeo Chagi (High Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,107,ティミョ・パンデ・トルリョチャギ(跳び反対回転蹴り),Timyeo Pande Dollyeo Chagi (Jumping Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,108,水面蹴り,Surface Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,109,ファラン風ジャンプ三段蹴り2発止め,Hwoarang-style Jump Triple Kick 2-Hit Stop,,,,
MES_ARTS_RIG.BIN,0,string_pack,110,変形跳び回転逆回し蹴り,Modified Jumping Spinning Reverse Roundhouse Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,111,フラミンゴ・ナジュンデ・パンデ・トルリョチャギ,Flamingo Najunde Pande Dollyeo Chagi,,,,
MES_ARTS_RIG.BIN,0,string_pack,112,フラミンゴ解除,Flamingo Release,,,,
MES_ARTS_RIG.BIN,0,string_pack,113,いわゆる裏拳,So-called Backfist,,,,
MES_ARTS_RIG.BIN,0,string_pack,114,ヨプチュモク・ヨプテリギ（横拳横叩き）,Yeop Jumeok Yop Terigi (Side Fist Side Strike),,,,
MES_ARTS_RIG.BIN,0,string_pack,115,ヨプパルクッ・トゥルキ(横肘貫き),Yeop Palgup Ttulgi (Side Elbow Pierce),,,,
MES_ARTS_RIG.BIN,0,string_pack,116,スラントナックル,Slant Knuckle,,,,
MES_ARTS_RIG.BIN,0,string_pack,117,ノプンデ・パンデ・トルリョチャギ(上段反対回転蹴り),Nopunde Pande Dollyeo Chagi (High Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,118,ティミョ・パンデ・トルリョチャギ(跳び反対回転蹴り),Timyeo Pande Dollyeo Chagi (Jumping Reverse Roundhouse Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,119,水面蹴り,Surface Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,120,トンチャギ(ターン蹴り、竜巻蹴り),"Dolmyeo Chagi (Turning Kick, Tornado Kick)",,,,
MES_ARTS_RIG.BIN,0,string_pack,121,上段逆足竜巻蹴り(仮),High Reverse-Foot Tornado Kick (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,122,トンチャギ(ターン蹴り、竜巻蹴り),"Dollyeo Chagi (Turning Kick, Tornado Kick)",,,,
MES_ARTS_RIG.BIN,0,string_pack,123,上段逆足竜巻蹴り(仮),High Reverse-Foot Tornado Kick (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,124,トンチャギ(ターン蹴り、竜巻蹴り),"Dollyeo Chagi (Turning Kick, Tornado Kick)",,,,
MES_ARTS_RIG.BIN,0,string_pack,125,ティッチャ・オルリギ(後ろ蹴り上げ),Dwit Cha Olrigi (Back Rising Kick),,,,
MES_ARTS_RIG.BIN,0,string_pack,126,回転・下段回し蹴り,Spin ~ Low Roundhouse Kick,,,,
MES_ARTS_RIG.BIN,0,string_pack,127,振り向きフラミンゴ,Turn-around Flamingo,,,,
MES_ARTS_RIG.BIN,0,string_pack,128,上段逆足竜巻蹴り(仮),High Reverse-Foot Tornado Kick (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,129,540ヨプチャチルギ,540 Yopcha Jireugi,,,,
MES_ARTS_RIG.BIN,0,string_pack,130,回転・ネリョチャギ,Spin ~ Neryo Chagi,,,,
MES_ARTS_RIG.BIN,0,string_pack,131,変形背負い（仮）,Modified Back Carry (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,132,（空き）,(Empty),,,,
MES_ARTS_RIG.BIN,0,string_pack,133,（空き）,(Empty),,,,
MES_ARTS_RIG.BIN,0,string_pack,134,徳龍投げ（仮）,Deokryong Throw (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,135,未定,Undecided,,,,
MES_ARTS_RIG.BIN,0,string_pack,136,脚投げ(仮）,Leg Throw (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,137,未定,Undecided,,,,
MES_ARTS_RIG.BIN,0,string_pack,138,未定,Undecided,,,,
MES_ARTS_RIG.BIN,0,string_pack,139,未定,Undecided,,,,
MES_ARTS_RIG.BIN,0,string_pack,140,正面下段投げ（仮）,Front Low Throw (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,141,背後上段投げ（仮）,Back High Throw (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,142,背後下段投げ（仮）,Back Low Throw (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,143,頭突きかかと落とし,Headbutt Heel Drop,,,,
MES_ARTS_RIG.BIN,0,string_pack,144,足すくい回し投げ,Foot Scoop Spinning Throw,,,,
MES_ARTS_RIG.BIN,0,string_pack,145,中段Pホールド(仮),Middle P Hold (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,146,蹴り連打で背後取り,Kick Rush Back-Take,,,,
MES_ARTS_RIG.BIN,0,string_pack,147,下段Pホールド(仮),Low P Hold (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,148,下段Kホールド(仮),Low K Hold (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,149,JPホールド(仮),JP Hold (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,150,JKホールド(仮),JK Hold (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,151,エキスパートホールド,Expert Hold,,,,
MES_ARTS_RIG.BIN,0,string_pack,152,踏みつけ(仮),Stomp (Temp),,,,
MES_ARTS_RIG.BIN,0,string_pack,153,アピール,Appeal,,,,
MES_ARTS_RIG.BIN,0,string_pack,154,アピール,Appeal,,,,
